doc,summarizer,shuffle_score
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,PG,-1.661
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,PG,0.3127
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,PG,0.539
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,PG,-0.985
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,PG,-1.387
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,PG,0.3896
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,PG,0.617
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,PG,0.7324
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,PG,0.66
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,PG,0.5996
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,PG,-1.269
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,PG,-0.1996
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,PG,0.7266
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,PG,-0.4575
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,PG,0.4731
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,PG,0.7437
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,PG,-1.307
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,PG,-1.515
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,PG,0.6973
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,PG,0.6724
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,PG,-1.79
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,PG,-0.5195
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,PG,-0.925
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,PG,0.5713
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,PG,0.726
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,PG,0.3281
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,PG,0.8677
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,PG,0.6577
dm-test-801763443e6c73e3857039f2223798b2b58bef19,PG,-0.257
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,PG,0.5444
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,PG,-1.241
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,PG,1.094
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,PG,0.685
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,PG,0.1669
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,PG,-1.525
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,PG,0.7104
dm-test-26e4e19d945cedcb489f28808c730658139c9415,PG,-0.909
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,PG,0.3503
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,PG,-1.285
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,PG,-0.224
dm-test-051db270afc32571a08c15124330efe89d80fea8,PG,-0.976
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,PG,-0.2181
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,PG,-1.363
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,PG,0.9067
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,PG,-1.5625
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,PG,-0.339
dm-test-fadabe346fe95d33eee71299e6596754768f5246,PG,0.6973
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,PG,0.761
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,PG,-0.773
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,PG,-0.1733
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,PG,0.64
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,PG,0.7305
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,PG,0.7246
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,PG,-1.169
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,PG,-0.588
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,PG,-0.9995
dm-test-2377095dda83df778e34304b7a09813808105d3b,PG,0.702
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,PG,0.8506
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Improve-abs,-0.4568
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Improve-abs,0.632
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Improve-abs,-1.315
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Improve-abs,-1.654
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Improve-abs,0.756
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Improve-abs,-0.983
dm-test-14c813567696f4e63a39993c09d4edb454036179,Improve-abs,0.2766
dm-test-e470f0a87d7513bf880412524332047020422c3f,Improve-abs,0.1138
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Improve-abs,-0.4258
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Improve-abs,0.1732
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Improve-abs,-0.738
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Improve-abs,0.8193
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Improve-abs,-0.955
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Improve-abs,0.3447
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Improve-abs,0.05835
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Improve-abs,-0.8853
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Improve-abs,0.2805
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Improve-abs,0.3633
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Improve-abs,0.539
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Improve-abs,-1.383
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Improve-abs,-0.968
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Improve-abs,-1.138
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Improve-abs,-1.347
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Improve-abs,-1.661
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Improve-abs,0.514
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Improve-abs,0.1698
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Improve-abs,0.4426
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Improve-abs,-0.763
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Improve-abs,-1.549
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Improve-abs,0.562
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Improve-abs,0.08093
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Improve-abs,0.504
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Improve-abs,0.555
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Improve-abs,0.1445
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Improve-abs,-1.52
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Improve-abs,-1.375
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Improve-abs,-0.2693
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Improve-abs,-1.227
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Improve-abs,0.229
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Improve-abs,-0.003654
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Improve-abs,0.7817
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Improve-abs,-1.028
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Improve-abs,0.2369
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Improve-abs,0.2368
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Improve-abs,0.5894
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Improve-abs,-0.4248
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Improve-abs,-1.733
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Improve-abs,-0.0643
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Improve-abs,-0.1646
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Improve-abs,0.3533
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Improve-abs,0.651
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Improve-abs,0.699
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Improve-abs,-0.0345
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Improve-abs,-1.215
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Improve-abs,0.1504
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Improve-abs,0.621
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Improve-abs,-0.988
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Improve-abs,-1.323
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Improve-abs,-0.2983
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Improve-abs,-0.6304
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Improve-abs,-1.321
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Improve-abs,0.608
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Improve-abs,0.4077
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Improve-abs,-1.603
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Improve-abs,0.1478
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Improve-abs,0.6387
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Improve-abs,0.1785
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Improve-abs,-1.25
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Improve-abs,0.03763
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Improve-abs,-1.1455
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Improve-abs,0.4072
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Improve-abs,0.571
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Improve-abs,0.2142
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Improve-abs,0.3887
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Improve-abs,0.625
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Improve-abs,0.576
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Improve-abs,-1.559
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Improve-abs,0.3625
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Improve-abs,0.5815
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Improve-abs,0.818
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Improve-abs,-1.069
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Improve-abs,-1.37
dm-test-051db270afc32571a08c15124330efe89d80fea8,Improve-abs,-0.812
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Improve-abs,-0.8096
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Improve-abs,0.712
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Improve-abs,-1.083
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Improve-abs,0.2054
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Improve-abs,-0.0582
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Improve-abs,-0.3364
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Improve-abs,-0.136
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,Improve-abs,0.5386
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Improve-abs,0.6553
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,Improve-abs,0.2104
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,Improve-abs,-1.376
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,Improve-abs,0.637
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Improve-abs,-1.638
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,Improve-abs,0.5327
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,Improve-abs,-1.741
dm-test-2377095dda83df778e34304b7a09813808105d3b,Improve-abs,-1.331
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,Improve-abs,-1.529
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,RNES,0.506
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,RNES,0.6475
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,RNES,0.1316
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,RNES,-0.3557
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,RNES,0.805
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,RNES,-0.814
dm-test-14c813567696f4e63a39993c09d4edb454036179,RNES,0.7095
dm-test-e470f0a87d7513bf880412524332047020422c3f,RNES,0.08606
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,RNES,0.0947
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,RNES,-1.117
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,RNES,0.2917
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,RNES,0.599
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,RNES,0.591
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,RNES,-0.1276
dm-test-4fb64a2298e18626db776fccf834be87388827e0,RNES,0.1627
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,RNES,-0.969
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,RNES,-0.276
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,RNES,0.505
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,RNES,-1.616
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,RNES,0.4895
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,RNES,0.3386
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,RNES,0.5786
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,RNES,-1.893
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,RNES,-1.697
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,RNES,0.6885
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,RNES,0.4487
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,RNES,0.653
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,RNES,-0.957
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,RNES,-0.2487
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,RNES,-0.2559
dm-test-3785743303ddb8b594be7c449a37458b99e83812,RNES,-1.468
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,RNES,0.4907
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,RNES,0.6504
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,RNES,0.6235
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,RNES,0.4456
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,RNES,-1.367
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,RNES,-0.06366
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,RNES,-0.3188
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,RNES,0.35
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,RNES,-0.6826
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,RNES,0.258
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,RNES,0.752
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,RNES,-0.1964
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,RNES,0.157
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,RNES,0.4675
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,RNES,-0.5366
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,RNES,0.6016
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,RNES,0.2817
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,RNES,0.57
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,RNES,0.1434
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,RNES,-0.2632
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,RNES,-0.1906
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,RNES,0.556
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,RNES,0.8486
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,RNES,0.25
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,RNES,-1.425
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,RNES,-1.018
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,RNES,0.178
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,RNES,-1.368
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,RNES,0.05984
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,RNES,0.6035
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,RNES,0.706
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,RNES,-1.775
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,RNES,-0.893
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,RNES,-0.6577
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,RNES,-0.2217
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,RNES,0.9614
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,RNES,0.678
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,RNES,0.5234
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,RNES,-1.198
dm-test-801763443e6c73e3857039f2223798b2b58bef19,RNES,0.03558
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,RNES,-1.025
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,RNES,0.2397
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,RNES,0.827
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,RNES,0.7065
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,RNES,0.2976
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,RNES,0.11816
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,RNES,0.632
dm-test-26e4e19d945cedcb489f28808c730658139c9415,RNES,-0.10876
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,RNES,-0.277
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,RNES,-1.849
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,RNES,-1.102
dm-test-051db270afc32571a08c15124330efe89d80fea8,RNES,-1.278
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,RNES,0.03595
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,RNES,-1.347
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,RNES,-1.057
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,RNES,-1.591
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,RNES,0.371
dm-test-fadabe346fe95d33eee71299e6596754768f5246,RNES,0.767
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,RNES,0.723
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,RNES,0.4326
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,RNES,-1.38
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,RNES,0.2275
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,RNES,-1.177
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,RNES,-0.1782
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,RNES,-0.832
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,RNES,0.3127
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,RNES,0.755
dm-test-2377095dda83df778e34304b7a09813808105d3b,RNES,-0.94
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,RNES,0.6743
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,abssentrw,-0.01356
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,abssentrw,0.525
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,abssentrw,0.518
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,abssentrw,-1.332
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,abssentrw,0.7026
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,abssentrw,-1.584
dm-test-14c813567696f4e63a39993c09d4edb454036179,abssentrw,-1.713
dm-test-e470f0a87d7513bf880412524332047020422c3f,abssentrw,0.4766
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,abssentrw,-1.419
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,abssentrw,0.5537
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,abssentrw,-1.73
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,abssentrw,0.7485
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,abssentrw,0.7856
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,abssentrw,0.572
dm-test-4fb64a2298e18626db776fccf834be87388827e0,abssentrw,-1.496
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,abssentrw,0.5864
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,abssentrw,0.4304
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,abssentrw,0.4307
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,abssentrw,-1.57
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,abssentrw,-0.4229
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,abssentrw,-0.961
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,abssentrw,-1.527
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,abssentrw,-1.675
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,abssentrw,-1.358
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,abssentrw,0.2157
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,abssentrw,0.6714
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,abssentrw,0.6255
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,abssentrw,-1.094
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,abssentrw,-1.565
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,abssentrw,-0.2034
dm-test-3785743303ddb8b594be7c449a37458b99e83812,abssentrw,-1.524
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,abssentrw,-1.292
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,abssentrw,-1.579
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,abssentrw,0.4219
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,abssentrw,-0.6025
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,abssentrw,0.5693
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,abssentrw,-0.8325
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,abssentrw,0.6465
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,abssentrw,-0.879
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,abssentrw,-1.445
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,abssentrw,-1.101
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,abssentrw,-1.63
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,abssentrw,-1.513
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,abssentrw,0.4844
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,abssentrw,0.555
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,abssentrw,-1.416
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,abssentrw,-1.459
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,abssentrw,0.4587
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,abssentrw,0.5234
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,abssentrw,-0.913
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,abssentrw,0.569
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,abssentrw,0.6255
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,abssentrw,-1.227
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,abssentrw,0.6416
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,abssentrw,0.7295
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,abssentrw,0.2106
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,abssentrw,0.549
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,abssentrw,0.717
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,abssentrw,-1.607
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,abssentrw,-0.2527
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,abssentrw,0.752
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,abssentrw,0.671
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,abssentrw,-1.782
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,abssentrw,-1.307
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,abssentrw,0.624
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,abssentrw,0.1514
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,abssentrw,0.1439
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,abssentrw,0.6616
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,abssentrw,0.2764
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,abssentrw,0.621
dm-test-801763443e6c73e3857039f2223798b2b58bef19,abssentrw,-1.786
